relacao,accuracy,precision,recall,f1,best_threshold,best_accuracy,best_precision,best_recall,best_f1
inBetween,0.7221014492753624,0.6924778761061947,0.8557758031442242,0.7655151329868541,0.49999999999999994,0.7221014492753624,0.6924778761061947,0.8557758031442242,0.7655151329868541
